id,name,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,is_entire_apt,client_district,accommodates,bedrooms,beds,price_clean,minimum_nights,availability_365,number_of_reviews,review_scores_rating,host_is_superhost,estimated_occupancy_l365d,estimated_revenue_l365d
18674,Huge flat for 8 people close to Sagrada Familia,la Sagrada Família,Eixample,41.40556,2.17262,Entire rental unit,Entire home/apt,True,True,8,3.0,5.0,409.0,1.0,123,59,4.41,False,54,22086.0
23197,CCIB Forum· Large Balcony · 5 min walk to CCIB,el Besòs i el Maresme,Sant Martí,41.41243172529066,2.219750335269476,Entire rental unit,Entire home/apt,True,False,5,3.0,4.0,388.0,2.0,239,99,4.84,True,66,25608.0
34981,VIDRE HOME PLAZA REAL on LAS RAMBLAS,el Barri Gòtic,Ciutat Vella,41.37978,2.17623,Entire rental unit,Entire home/apt,True,True,9,4.0,6.0,397.13,1.0,329,304,4.59,True,222,88163.0
36763,In front of the beach,la Barceloneta,Ciutat Vella,41.38037,2.19272,Private room in rental unit,Private room,False,True,1,,,43.24,31.0,38,108,4.79,False,0,0.0
40983,Architect's Loft near Gaudí & Passeig de Gràcia,la Dreta de l'Eixample,Eixample,41.39631,2.16832,Entire condo,Entire home/apt,True,True,4,1.0,2.0,226.13,1.0,289,450,4.56,True,255,57663.0
71520,Charming apartment with fantastic views!,Vallcarca i els Penitents,Gràcia,41.41841,2.13307,Entire rental unit,Entire home/apt,True,True,9,3.0,5.0,417.8,5.0,363,1,5.0,False,0,0.0
71553,Best deals for penthouse near Sagrada Familia!,la Dreta de l'Eixample,Eixample,41.39705,2.17469,Entire rental unit,Entire home/apt,True,True,2,1.0,1.0,275.5,2.0,167,86,4.25,False,12,3306.0
71736,Modernist apartment in the center minim 32 nights,el Raval,Ciutat Vella,41.38174,2.16663,Entire rental unit,Entire home/apt,True,True,5,4.0,4.0,107.61,31.0,361,10,3.88,False,0,0.0
72436,Lugaris Beach Business Apartment,el Poblenou,Sant Martí,41.39909,2.20733,Entire serviced apartment,Entire home/apt,True,False,3,1.0,2.0,209.0,1.0,245,1194,4.75,True,255,53295.0
75411,Sagrada Familia Clot Patio - Wifi/Private/Clean,el Clot,Sant Martí,41.40682,2.18649,Entire rental unit,Entire home/apt,True,False,3,3.0,3.0,179.67,3.0,105,151,4.55,True,168,30185.0
80004,Parc Montjuic HUTB-004026 58,el Poble Sec,Sants-Montjuïc,41.37371,2.16706,Entire rental unit,Entire home/apt,True,False,5,3.0,3.0,156.11,7.0,33,220,4.7,True,252,39340.0
89776,Modernist aparment in the heart of the city,la Dreta de l'Eixample,Eixample,41.39224,2.17806,Entire rental unit,Entire home/apt,True,True,3,1.0,2.0,217.0,2.0,279,467,4.79,True,255,55335.0
110041,002. Alió 2 Apartment,el Camp d'en Grassot i Gràcia Nova,Gràcia,41.40271,2.16646,Entire rental unit,Entire home/apt,True,True,4,1.0,2.0,207.0,1.0,351,106,4.26,False,84,17388.0
112538,Design Apartment Sagrada Familia / Shared Terrace,la Sagrada Família,Eixample,41.40653,2.1746,Entire rental unit,Entire home/apt,True,True,8,3.0,6.0,414.0,1.0,174,161,4.5,True,132,54648.0
135513,Apartamento en la Playa de Poble Nou,el Poblenou,Sant Martí,41.39787,2.20429,Entire rental unit,Entire home/apt,True,False,6,3.0,3.0,310.51,1.0,234,225,4.74,True,222,68933.0
136670,"double Room A -UPC, ESADE, Barça, Real Club Tennis",Pedralbes,Les Corts,41.38832,2.12201,Private room in rental unit,Private room,False,False,1,,1.0,51.12,32.0,363,150,4.64,True,255,13036.0
144471,★BEST ZONE★PL.CATALUÑA ★ROOM X 2★BATHROOM +WIFI,Sant Antoni,Eixample,41.38189,2.15857,Private room in rental unit,Private room,False,True,2,,1.0,131.0,3.0,61,55,4.33,False,84,11004.0
144801,Penthouse near Picasso Museum,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38516,2.17945,Entire rental unit,Entire home/apt,True,True,2,1.0,1.0,59.59,32.0,83,50,4.75,True,0,0.0
147275,1 Room INDIVIDUAL in Barcelona,el Guinardó,Horta-Guinardó,41.42337,2.1749,Private room in rental unit,Private room,False,False,1,,1.0,16.92,31.0,226,136,4.27,True,186,3147.0
171646,Sagrada Familia Clot Atico - Wifi/Private/Clean,el Clot,Sant Martí,41.40671,2.18592,Entire rental unit,Entire home/apt,True,False,3,2.0,2.0,228.24,2.0,94,171,4.81,True,204,46561.0
171816,Sagrada Familia Clot Vista - Wifi/Private/Clean,el Clot,Sant Martí,41.40681,2.18553,Entire rental unit,Entire home/apt,True,False,3,2.0,2.0,177.6,3.0,86,111,4.76,True,138,24509.0
174382,Classic Flat near Sagrada Familia / Shared terrace,la Sagrada Família,Eixample,41.40653,2.17455,Entire rental unit,Entire home/apt,True,True,8,3.0,6.0,354.0,1.0,84,62,4.56,True,114,40356.0
183650,EQUIPPED DOUBLE ROOM WIFI CASANOVA,Sant Antoni,Eixample,41.38271,2.16032,Private room in rental unit,Private room,False,True,1,1.0,1.0,142.0,1.0,343,29,4.63,False,0,0.0
188267,"Céntric, Balconies & City view- Feel Heart of BCN",la Dreta de l'Eixample,Eixample,41.39316177368164,2.175757884979248,Entire rental unit,Entire home/apt,True,True,6,3.0,4.0,612.99,2.0,289,139,4.68,False,36,22068.0
196021,"Large patio, 4 baths (3 en-suite), 19th c, central",l'Antiga Esquerra de l'Eixample,Eixample,41.38842,2.16108,Entire rental unit,Entire home/apt,True,True,8,4.0,5.0,648.0,1.0,286,526,4.96,True,255,165240.0
198958,STUNNING sea view + pool Barcelona!,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,41.40805,2.21487,Entire rental unit,Entire home/apt,True,False,8,4.0,6.0,425.0,2.0,271,148,4.74,False,102,43350.0
206122,Amazing Loft in BCN Center,la Vila de Gràcia,Gràcia,41.39877,2.15887,Entire rental unit,Entire home/apt,True,True,4,2.0,2.0,183.5,2.0,69,358,4.74,True,255,46793.0
206167,"Bright, comfy, central and with character",el Poble Sec,Sants-Montjuïc,41.37203,2.16343,Entire rental unit,Entire home/apt,True,False,2,1.0,,187.33,3.0,14,181,4.9,True,48,8992.0
209673,Good vibes Apartment in Gràcia district!,la Vila de Gràcia,Gràcia,41.398,2.1553,Entire rental unit,Entire home/apt,True,True,4,2.0,3.0,202.0,1.0,80,380,4.8,False,42,8484.0
234375,ATTIC VIEWS (Sagrada Familia),el Fort Pienc,Eixample,41.3997506,2.1747137,Entire rental unit,Entire home/apt,True,True,3,1.0,2.0,214.98,3.0,238,158,4.75,True,168,36117.0
252232,Nice apartment in Barcelona,Sant Martí de Provençals,Sant Martí,41.41626,2.20149,Entire rental unit,Entire home/apt,True,False,5,3.0,3.0,332.5,2.0,171,146,4.54,True,12,3990.0
268017,Sweett | Midtown Mir,la Dreta de l'Eixample,Eixample,41.39268,2.17214,Entire rental unit,Entire home/apt,True,True,6,3.0,3.0,550.0,2.0,246,112,4.56,False,90,49500.0
268022,Sweett | Midtown Rusinyol,la Dreta de l'Eixample,Eixample,41.39184,2.17146,Entire rental unit,Entire home/apt,True,True,6,3.0,3.0,567.5,2.0,247,215,4.68,False,255,144713.0
269467,Sunny and quiet Loft next to Sagrada Familia,la Sagrada Família,Eixample,41.40181,2.1761,Entire condo,Entire home/apt,True,True,2,,1.0,227.43,7.0,322,115,4.8,True,182,41392.0
272282,"CHARMING, VERY SPACIOUS & BEST LOCATED",l'Antiga Esquerra de l'Eixample,Eixample,41.38347,2.15802,Entire rental unit,Entire home/apt,True,True,8,3.0,5.0,570.67,1.0,282,449,4.92,True,102,58208.0
273229,Confortable and very well located,Sant Antoni,Eixample,41.3778,2.1582,Entire rental unit,Entire home/apt,True,True,2,1.0,1.0,173.33,1.0,82,220,4.66,False,138,23920.0
273932,Oriental Design apartment,l'Antiga Esquerra de l'Eixample,Eixample,41.3895527,2.1576557,Entire rental unit,Entire home/apt,True,True,4,2.0,2.0,254.86,3.0,167,383,4.74,True,216,55050.0
274156,Stylish Central Duplex with Charm in Barcelona!,el Poble Sec,Sants-Montjuïc,41.37314,2.16789,Entire rental unit,Entire home/apt,True,False,3,2.0,5.0,263.0,1.0,365,2,3.5,False,0,0.0
275336,Bright 3BR stay w/ terrace & full kitchen,la Nova Esquerra de l'Eixample,Eixample,41.38306672940918,2.1551754500947617,Entire condo,Entire home/apt,True,True,6,3.0,4.0,338.0,1.0,250,169,4.69,True,72,24336.0
275346,Split-level penthouse w/ private terrace & BBQ,Sarrià,Sarrià-Sant Gervasi,41.39175721131073,2.125056260360505,Entire condo,Entire home/apt,True,False,6,3.0,4.0,404.6,1.0,265,117,4.78,True,114,46124.0
275350,Spacious 3BR apartment w/ patio & backyard,el Raval,Ciutat Vella,41.38099,2.17213,Entire serviced apartment,Entire home/apt,True,True,5,3.0,4.0,124.2,32.0,342,57,4.58,True,128,15898.0
283231,FANTASTIC20m2TerraceVIEW-@800m BEACH/BORN/GOTIC,el Parc i la Llacuna del Poblenou,Sant Martí,41.39086,2.18803,Entire rental unit,Entire home/apt,True,False,4,1.0,2.0,288.0,1.0,152,380,4.93,True,174,50112.0
288034,pb5 NICE BARCELONA QUIET & WITH TERRACE NICE FLAT,la Nova Esquerra de l'Eixample,Eixample,41.38839,2.15019,Entire rental unit,Entire home/apt,True,True,2,1.0,2.0,88.13,30.0,365,19,4.65,False,0,0.0
290535,Great Location in El Born center - Monthly Rental!,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38493,2.1809,Entire rental unit,Entire home/apt,True,True,6,3.0,4.0,174.47,32.0,349,11,4.91,False,64,11166.0
315769,Sagrada Familia exclusive on a private street,el Camp d'en Grassot i Gràcia Nova,Gràcia,41.40466,2.17147,Entire home,Entire home/apt,True,True,5,2.0,4.0,246.0,1.0,169,103,4.83,True,108,26568.0
320506,The Loft Barcelona,el Poble Sec,Sants-Montjuïc,41.37195,2.16936,Entire rental unit,Entire home/apt,True,False,2,1.0,1.0,161.67,3.0,148,89,4.78,False,66,10670.0
330766,Urquinaona tranquilo y céntrico,la Dreta de l'Eixample,Eixample,41.39076,2.17503,Entire rental unit,Entire home/apt,True,True,3,1.0,3.0,208.0,3.0,27,342,4.9,True,198,41184.0
330957,Central 3 bedroom beautiful APT,la Dreta de l'Eixample,Eixample,41.39782414629114,2.170576755958843,Entire rental unit,Entire home/apt,True,True,5,3.0,4.0,388.0,1.0,326,760,4.8,True,255,98940.0
341563,lc New Quiet Apartment-Suite Ideal 1-2 people!,les Corts,Les Corts,41.3826,2.13075,Entire rental unit,Entire home/apt,True,False,2,1.0,2.0,84.68,32.0,365,1,5.0,False,0,0.0
343864,3 Bd Apt in the heart of Gracia Virreina,la Vila de Gràcia,Gràcia,41.40735,2.15885,Entire rental unit,Entire home/apt,True,True,4,3.0,5.0,207.5,1.0,112,77,4.53,False,84,17430.0
343866,COSY 3BD  APARTMENT + 2 BATH IN GRACIA VIRREINA,la Vila de Gràcia,Gràcia,41.40399,2.15565,Entire rental unit,Entire home/apt,True,True,4,3.0,4.0,207.5,1.0,64,202,4.55,False,240,49800.0
347824,"Ideal Happy Location Barceloneta Beach, Old Town",la Barceloneta,Ciutat Vella,41.3764,2.19102,Entire rental unit,Entire home/apt,True,True,3,1.0,3.0,302.5,2.0,365,3,4.0,False,0,0.0
351395,Garden-view condo w/ private terrace & backyard,el Fort Pienc,Eixample,41.39271,2.17974,Entire condo,Entire home/apt,True,True,6,3.0,4.0,315.0,1.0,263,128,4.61,True,120,37800.0
352772,"Charming penthouse, city center, with car park.",la Nova Esquerra de l'Eixample,Eixample,41.38184,2.15119,Entire rental unit,Entire home/apt,True,True,4,2.0,2.0,223.0,2.0,101,322,4.78,True,255,56865.0
353640,Great Apartment in Heart of Born,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38422,2.18412,Entire rental unit,Entire home/apt,True,True,3,2.0,4.0,286.0,1.0,233,194,4.56,False,0,0.0
357576,"""El patio de Gràcia"" vintage home",la Vila de Gràcia,Gràcia,41.40508,2.15491,Entire home,Entire home/apt,True,True,3,3.0,3.0,271.6,1.0,276,547,4.91,True,255,69258.0
359841,"BacRou, design loft near the sea",Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,41.40502,2.20802,Entire rental unit,Entire home/apt,True,False,4,2.0,2.0,176.88,1.0,95,611,4.7,True,255,45104.0
364030,Beatiful Terrace in Bcn center  HUTB-OO1094,Sant Antoni,Eixample,41.375553476091895,2.1625359295673867,Entire condo,Entire home/apt,True,True,4,2.0,2.0,221.77,2.0,284,493,4.67,False,222,49233.0
365911,3BR Apartment in Central Barcelona,la Nova Esquerra de l'Eixample,Eixample,41.37911,2.15356,Entire rental unit,Entire home/apt,True,True,5,3.0,3.0,392.33,2.0,314,154,4.69,False,84,32956.0
370665,El Born: Very well located in the Historic Center!,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38545,2.18117,Entire rental unit,Entire home/apt,True,True,6,3.0,4.0,144.48,32.0,365,5,4.8,False,0,0.0
373667,"An excellent apartment right in El Born, old town!",el Barri Gòtic,Ciutat Vella,41.38148,2.18123,Entire rental unit,Entire home/apt,True,True,3,1.0,3.0,354.0,1.0,365,5,4.8,False,0,0.0
384063,Happy & Quiet 3-Bedroom & 2-Bathrooms Apartment!,la Dreta de l'Eixample,Eixample,41.39639,2.17641,Entire rental unit,Entire home/apt,True,True,6,3.0,4.0,446.0,1.0,365,9,3.75,False,0,0.0
384464,Paseo de Gracia / Plaza Catalunya,la Dreta de l'Eixample,Eixample,41.38992,2.16974,Entire rental unit,Entire home/apt,True,True,4,1.0,1.0,400.0,1.0,302,228,4.97,True,0,0.0
393717,Cosy apartment near Las Ramblas,el Raval,Ciutat Vella,41.3795,2.16568,Entire rental unit,Entire home/apt,True,True,4,2.0,4.0,186.39,2.0,229,538,4.5,False,255,47529.0
399772,Rocafort nice & bright 3 stops away Pza Cataluña,la Nova Esquerra de l'Eixample,Eixample,41.38268,2.15044,Entire rental unit,Entire home/apt,True,True,2,2.0,2.0,195.71,1.0,207,238,4.86,True,228,44622.0
402369,Great 2-Bedr flat close to Las Ramblas city center,el Barri Gòtic,Ciutat Vella,41.38035,2.17821,Entire rental unit,Entire home/apt,True,True,5,2.0,5.0,339.5,2.0,365,12,4.0,False,6,2037.0
408599,A charming 3 bedroom apartment with balcony,el Poble Sec,Sants-Montjuïc,41.37374,2.15852,Entire rental unit,Entire home/apt,True,False,7,3.0,5.0,229.0,1.0,252,768,4.65,False,255,58395.0
424137,Spacious apartment by Las Ramblas,el Barri Gòtic,Ciutat Vella,41.37973,2.17458,Entire serviced apartment,Entire home/apt,True,True,6,2.0,3.0,229.5,1.0,85,235,4.71,True,96,22032.0
424294,pdf3 TRENDY 1 BEDR. FLAT IN EL BORN,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.3884,2.17936,Entire rental unit,Entire home/apt,True,True,4,1.0,2.0,325.5,2.0,365,3,5.0,False,0,0.0
425639,House with garden,el Putxet i el Farró,Sarrià-Sant Gervasi,41.40864,2.14557,Entire home,Entire home/apt,True,False,8,4.0,5.0,680.5,2.0,265,131,4.85,False,90,61245.0
432482,PENTHOUSE with private terrace PANORAMIC VIEW,la Dreta de l'Eixample,Eixample,41.39144,2.16128,Entire rental unit,Entire home/apt,True,True,4,2.0,4.0,297.0,1.0,259,567,4.86,True,255,75735.0
438102,Nice quiet room close to S. Familia,el Fort Pienc,Eixample,41.39829,2.1812,Private room in rental unit,Private room,False,True,1,,1.0,45.51,31.0,175,116,4.8,False,0,0.0
439057,"Paseo de Gracia - Diagonal, 120 m2",la Vila de Gràcia,Gràcia,41.40002,2.1579,Entire rental unit,Entire home/apt,True,True,6,2.0,3.0,234.0,2.0,68,488,4.66,False,255,59670.0
443110,Mercedes Heritage - 2 Bedroom Apartment,l'Antiga Esquerra de l'Eixample,Eixample,41.3879153,2.1522402,Entire serviced apartment,Entire home/apt,True,True,3,2.0,2.0,205.0,1.0,111,54,4.58,True,0,0.0
443222,2-bedroom Bright and Classic Sagrada Familia Flat,la Sagrada Família,Eixample,41.40998,2.17553,Entire rental unit,Entire home/apt,True,True,5,2.0,4.0,221.1,1.0,106,247,4.66,True,180,39798.0
449854,Barcelona Center. Born . Magic terrace. 360º views,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38734,2.18018,Entire rental unit,Entire home/apt,True,True,2,1.0,2.0,232.59,1.0,298,276,4.69,True,150,34889.0
449999,Barcelona Centre. Attic. Terrace. Lift. Quiet Sun,la Dreta de l'Eixample,Eixample,41.38946,2.17593,Entire rental unit,Entire home/apt,True,True,3,1.0,2.0,384.5,1.0,312,167,4.73,True,180,69210.0
451758,Ramblas Barcelona. Loft luminoso Elegante. Amplio,el Raval,Ciutat Vella,41.38139,2.16692,Entire loft,Entire home/apt,True,True,4,1.0,2.0,194.25,1.0,311,256,4.77,True,108,20979.0
457195,Sweett | Midtown Fortuny,la Dreta de l'Eixample,Eixample,41.39195,2.1714,Entire rental unit,Entire home/apt,True,True,6,3.0,3.0,381.5,2.0,224,83,4.48,False,54,20601.0
469157,"Big Central 2BR Walk to Sea, SohoHouse, 50% Off",el Barri Gòtic,Ciutat Vella,41.38046,2.17822,Entire condo,Entire home/apt,True,True,4,2.0,3.0,110.93,31.0,243,44,4.5,True,186,20633.0
469177,Cozy Spacius apartment in Paralel for 8,el Poble Sec,Sants-Montjuïc,41.37501,2.16009,Entire rental unit,Entire home/apt,True,False,8,4.0,4.0,388.0,2.0,70,387,4.57,True,216,83808.0
469710,Loft bohemio muy  cerca de Paseo de Gracia,la Dreta de l'Eixample,Eixample,41.396084,2.168906,Entire loft,Entire home/apt,True,True,2,1.0,2.0,209.98,1.0,208,238,4.75,True,198,41576.0
472062,"Authentic Gracia: 2BR, High Ceilings and Balcony",la Vila de Gràcia,Gràcia,41.39822,2.16081,Entire rental unit,Entire home/apt,True,True,4,2.0,3.0,331.0,1.0,187,174,4.91,True,240,79440.0
473395,"Sun, Light& terrace: 2BR Elegant Sant Gervasi Flat",Sant Gervasi - Galvany,Sarrià-Sant Gervasi,41.39871,2.15292,Entire rental unit,Entire home/apt,True,False,4,2.0,3.0,294.8,3.0,315,123,4.85,True,144,42451.0
473459,Elegant 2BR: Rennovated Suite and Terrace,la Vila de Gràcia,Gràcia,41.3990403,2.1527793,Entire rental unit,Entire home/apt,True,True,5,2.0,4.0,336.0,2.0,304,150,4.9,True,174,58464.0
481739,The Gaudi Suites,la Dreta de l'Eixample,Eixample,41.39696,2.16652,Entire rental unit,Entire home/apt,True,True,4,1.0,1.0,285.5,2.0,193,172,4.69,False,228,65094.0
487233,BOHEMIAN PENTHOUSE DUPLEX,el Poble Sec,Sants-Montjuïc,41.37243,2.16542,Entire rental unit,Entire home/apt,True,False,2,1.0,1.0,251.5,2.0,89,393,4.96,False,255,64133.0
490517,Sagrada Penthouse,el Camp d'en Grassot i Gràcia Nova,Gràcia,41.40385,2.1691,Entire rental unit,Entire home/apt,True,True,5,2.0,2.0,325.33,3.0,196,127,4.31,False,102,33184.0
490803,Plaza Sagrada Familia Apartment,la Sagrada Família,Eixample,41.40347,2.17157,Entire rental unit,Entire home/apt,True,True,4,2.0,3.0,465.5,2.0,197,217,4.45,False,192,89376.0
502436,FANTASTIC RAMBLAS,el Barri Gòtic,Ciutat Vella,41.37948,2.17666,Entire rental unit,Entire home/apt,True,True,4,2.0,2.0,72.9,32.0,175,8,5.0,True,0,0.0
503765,Stay in a the coolest area near Sagrada Familia,la Dreta de l'Eixample,Eixample,41.39795,2.17166,Entire rental unit,Entire home/apt,True,True,3,2.0,2.0,212.03,2.0,108,276,4.92,True,246,52159.0
504657,Spacious 3BR in El Born | A/C & Prime Location!,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,41.38467,2.18016,Entire rental unit,Entire home/apt,True,True,5,3.0,4.0,262.47,1.0,364,4,4.75,False,0,0.0
508212,Central Bcn Atic Apartment with private Terrace,l'Antiga Esquerra de l'Eixample,Eixample,41.39161,2.15782,Entire rental unit,Entire home/apt,True,True,2,2.0,2.0,262.91,2.0,129,239,4.92,True,240,63098.0
510923,Lovely Penthouse in Barcelona,el Congrés i els Indians,Sant Andreu,41.42257,2.18047,Entire rental unit,Entire home/apt,True,False,2,3.0,3.0,159.86,7.0,24,40,4.65,True,42,6714.0
511739,sf Nice 2-Bedr Acomodis Apartment Sagrada Familia,la Sagrada Família,Eixample,41.40376,2.17292,Entire rental unit,Entire home/apt,True,True,5,2.0,5.0,286.0,1.0,363,7,4.2,False,0,0.0
512387,Nice 2-Bedroom Apartment next Sagrada Familia!,la Sagrada Família,Eixample,41.40187,2.1729,Entire rental unit,Entire home/apt,True,True,5,2.0,5.0,302.5,2.0,363,4,4.75,False,0,0.0
512666,"bcn-rentals-ramblas 4, just 7-10 min to Ramblas",el Raval,Ciutat Vella,41.37779,2.16729,Entire rental unit,Entire home/apt,True,True,6,2.0,6.0,411.0,1.0,113,73,4.67,False,6,2466.0
512737,"bcn-rentals-ramblas 3, just 7-10 min to Ramblas",el Raval,Ciutat Vella,41.37701,2.16663,Entire rental unit,Entire home/apt,True,True,5,2.0,3.0,291.0,2.0,237,49,4.86,False,36,10476.0
513825,Three Bedroom Apartment Sagrada Familia - S3,el Fort Pienc,Eixample,41.40012,2.1756,Entire rental unit,Entire home/apt,True,True,6,3.0,4.0,382.5,2.0,215,98,4.71,False,18,6885.0
517407,Luxury Apartment Sagrada Familia,el Fort Pienc,Eixample,41.4003,2.17502,Entire rental unit,Entire home/apt,True,True,8,4.0,6.0,542.5,2.0,75,165,4.71,False,18,9765.0
519316,Apartment with terrace in the center,Sant Antoni,Eixample,41.37869,2.15676,Entire rental unit,Entire home/apt,True,True,3,2.0,3.0,51.59,32.0,37,1,3.0,False,64,3302.0
519494,CHARMING HOUSE IN BARCELONA NEAR BEACH,la Vila Olímpica del Poblenou,Sant Martí,41.39095,2.1964,Entire townhouse,Entire home/apt,True,False,5,2.0,4.0,367.67,3.0,288,68,4.76,False,48,17648.0
519631,Spacious Classical 1870's Charming Apartment,la Dreta de l'Eixample,Eixample,41.39506,2.17308,Entire rental unit,Entire home/apt,True,True,8,4.0,5.0,319.0,1.0,330,737,4.81,True,255,81345.0
520389,Great Design apartment in Barcelona center,l'Antiga Esquerra de l'Eixample,Eixample,41.3888512,2.1590446,Entire rental unit,Entire home/apt,True,True,5,3.0,4.0,325.33,1.0,159,414,4.64,True,180,58559.0
522705,Modern flat. Barcelona center,la Dreta de l'Eixample,Eixample,41.39646,2.17132,Entire rental unit,Entire home/apt,True,True,4,2.0,2.0,273.66,4.0,215,228,4.81,True,168,45975.0
531195,Large 4BR bright with balconies,Sant Antoni,Eixample,41.37535,2.16727,Entire serviced apartment,Entire home/apt,True,True,11,4.0,9.0,326.0,1.0,270,1098,4.95,True,255,83130.0
534410,Loft avec Terrasse et vue Sagrada Familia 360’,el Fort Pienc,Eixample,41.39877,2.17755,Entire loft,Entire home/apt,True,True,2,1.0,1.0,363.67,3.0,329,244,4.78,True,108,39276.0
534550,Large 3-BEDR bright apartment with balconies,Sant Antoni,Eixample,41.37535,2.16727,Entire serviced apartment,Entire home/apt,True,True,9,3.0,8.0,280.0,1.0,268,923,4.97,True,255,71400.0
537176,Nice renewed apartament with WiFi (HUTB - 004893),Sant Antoni,Eixample,41.38075,2.15804,Entire rental unit,Entire home/apt,True,True,3,2.0,4.0,213.33,2.0,66,661,4.87,True,255,54399.0
548052,sf 2-Bedroom Acomodis Apartment Sagrada Familia,la Sagrada Família,Eixample,41.40263,2.17072,Entire rental unit,Entire home/apt,True,True,5,2.0,2.0,286.0,1.0,365,4,3.75,False,0,0.0
548085,Lovely Penthouse w/ Terrace · Sagrada Familia,la Sagrada Família,Eixample,41.40213,2.17083,Entire rental unit,Entire home/apt,True,True,3,1.0,3.0,302.5,2.0,365,2,4.0,False,0,0.0
554955,Long term Modernist Apartment minimon 32 nights,el Raval,Ciutat Vella,41.38192,2.1669,Entire rental unit,Entire home/apt,True,True,5,4.0,4.0,107.61,31.0,361,1,4.0,False,0,0.0
558886,Luminoso 3 Hab c/ Vistas en Eixample | Ascensor,la Nova Esquerra de l'Eixample,Eixample,41.38201,2.14828,Entire rental unit,Entire home/apt,True,True,5,3.0,4.0,205.79,2.0,208,303,4.61,True,246,50624.0
562020,LONG TERM  FANTASTIC APARTMEN MINIMUM 32 NIGTHS,el Raval,Ciutat Vella,41.38141,2.16374,Entire rental unit,Entire home/apt,True,True,3,1.0,3.0,54.06,31.0,359,2,2.5,False,0,0.0
563971,APARTAMENT IN BARCELONA CENTRE,Sant Antoni,Eixample,41.37641,2.15895,Entire rental unit,Entire home/apt,True,True,2,1.0,1.0,182.0,1.0,253,968,4.75,False,255,46410.0
567962,SUN AND SKY TERRACE-LOFT APART,la Bordeta,Sants-Montjuïc,41.36886,2.13279,Entire rental unit,Entire home/apt,True,False,3,1.0,1.0,68.52,31.0,249,49,4.9,False,248,16993.0
568129,Acogedora y céntrica habitación. Aprende español,la Nova Esquerra de l'Eixample,Eixample,41.38192,2.15563,Private room in rental unit,Private room,False,True,2,,1.0,39.25,32.0,258,118,4.9,True,255,10009.0
568185,Confortable y céntrica habitación.,la Nova Esquerra de l'Eixample,Eixample,41.3819,2.15419,Private room in rental unit,Private room,False,True,2,,1.0,39.57,32.0,358,94,4.75,True,128,5065.0
569610,Pl España  / Sants Station / Perfect Remote Work,Sants,Sants-Montjuïc,41.37518,2.14026,Entire rental unit,Entire home/apt,True,False,2,1.0,1.0,234.67,5.0,43,58,4.76,False,50,11734.0
572646,Comfort by the Sea - La Barceloneta,la Barceloneta,Ciutat Vella,41.37877,2.19063,Entire rental unit,Entire home/apt,True,True,2,1.0,1.0,64.59,32.0,265,80,4.92,True,255,16470.0
576046,Glories Double Room. Ideal for Nomads/Students,la Sagrada Família,Eixample,41.40315,2.18462,Private room in rental unit,Private room,False,True,1,,1.0,36.88,31.0,270,77,4.55,False,255,9404.0
576550,Vila Olimpica Beach Apartment,la Vila Olímpica del Poblenou,Sant Martí,41.389347076416016,2.19726300239563,Entire rental unit,Entire home/apt,True,False,5,3.0,3.0,480.0,2.0,168,58,4.65,False,138,66240.0
578558,Cal Mateu - Sagrada Família,el Fort Pienc,Eixample,41.39696816949049,2.17838731285169,Entire rental unit,Entire home/apt,True,True,9,4.0,7.0,545.77,3.0,214,155,4.88,True,84,45845.0
582364,Spectacular Modern Uptown Duplex,el Putxet i el Farró,Sarrià-Sant Gervasi,41.41015,2.14451,Entire rental unit,Entire home/apt,True,False,11,4.0,7.0,342.35,1.0,202,598,4.88,True,255,87299.0
584348,family beach apartment,el Poblenou,Sant Martí,41.399,2.2062,Entire rental unit,Entire home/apt,True,False,7,3.0,5.0,440.5,2.0,146,309,4.69,False,204,89862.0
585762,Sweett | Midtown Picasso,la Dreta de l'Eixample,Eixample,41.39401,2.17159,Entire rental unit,Entire home/apt,True,True,5,2.0,3.0,343.92,2.0,186,211,4.63,False,240,82541.0
585872,"Happy and Nice Flat in Barceloneta Beach, old town",la Barceloneta,Ciutat Vella,41.38188,2.18968,Entire rental unit,Entire home/apt,True,True,3,1.0,2.0,263.59,32.0,365,0,,False,0,0.0
588268,Loft apartment in Sagrada Familia,la Sagrada Família,Eixample,41.40275,2.17698,Entire loft,Entire home/apt,True,True,2,1.0,1.0,205.41,1.0,331,509,4.79,True,234,48066.0
588996,Renewed apartment at The Eixample (HUTB-003387),Sant Antoni,Eixample,41.37971,2.1575,Entire rental unit,Entire home/apt,True,True,4,2.0,3.0,245.5,2.0,74,522,4.84,True,255,62603.0
