month,booked_pct
2026-06,76.04222405993092
2026-07,61.57019226749291
2026-08,40.11508482985343
2026-09,32.07129509846198
2026-10,27.298103094121956
2026-11,18.62728187437114
2026-12,17.99626275693546
2027-01,27.27260081514557
2027-02,29.336331341505982
2027-03,31.408143109516057
2027-04,39.266925398878826
2027-05,41.997153018310634
2027-06,47.75889639370868
2027-07,47.71573604060914
